catalog_key,description_ko,source_description_hash,translated_at,model
luckyscent:11,"누가 악몽이 반드시 나쁜 경험이어야 한다고 했을까요? 재능 있는 프린 롬로스의 상상력 속에서 불안한 꿈에 수반되는 초현실적인 감각은 숭고한 영감이 됩니다. 이 감각은 PRIN 특유의 스파이시하고 애니멀릭한 복합미를 지닌 풍성하고 황홀한 플로럴 향수, 녹터널 포에트리에서 매혹적으로 구현됩니다. 바이올렛, 샴파카, 로즈로 이루어진 서늘하고 푸르며 가시 돋친 부케가 인센스와 몰약의 안개 속에 놓이고, 비즈왁스와 헤이, 커피의 달콤하고 흙내음 어린 노트가 은은한 입맞춤을 더합니다. 오드, 애니멀릭 노트, 레더로 이루어진 어두운 베이스는 도발적인 신비로 손짓하지만, 롬로스는 녹터널 포에트리가 지나치게 불안한 향이 되지 않도록 언제나 균형을 유지합니다. 궁극적으로 이 꿈결 같은 플로럴 향수는 누구나 기꺼이 떠나고 싶어 할 여정입니다.",05116c4fc4ffc20377e70d3b0aeffc79084e6807ad7ce68cbbf1819bb80bb0de,2026-09-11T18:54:15.301063+00:00,gpt-5.6-luna
luckyscent:12,"신성한 힌두교 불 의식을 뜻하는 산스크리트어인 호마는 영혼과 의식을 고양하는, 향신료와 플로럴, 애니멀릭 노트가 풍성하고 복합적으로 어우러진 향입니다. 불을 인간과 신을 잇는 직접적인 전령으로 삼아, 호마는 이 이국적인 재료들을 풍부하면서도 대지적이고, 동시에 초월적이며 비현실적인 무언가로 변화시킵니다. 연기, 재, 오존, 인센스의 결을 향기로운 블렌드 속에 엮어, 이 성스러운 공물이 영들의 영역으로 향하는 여정을 표현합니다. 프린의 가장 깊고 강렬한 애니멀릭 엘릭서를 사랑하는 이들을 만족시킬 만큼 세련미가 넘칩니다. 다크 우드, 대지적인 버섯, 그리고 천연·크루얼티 프리 소재인 화석화된 바위너구리와 염소 털이 원초적인 강렬함을 더하지만, 호마는 밝고 반짝이는 공기감으로 균형을 이루어 놀라울 만큼 편안하게 착용할 수 있습니다. 하늘과 교감하고 싶은 이들에게 호마는 언제든 행할 수 있는 성스러운 의식입니다.",fadf0aa1e82fe15139234f27932101b566c4da0c28e02635b9390d281dda0917,2026-09-11T18:54:19.908475+00:00,gpt-5.6-luna
luckyscent:13,"짙고 풍성한 녹색 벨벳 망토가 호주의 지평선을 가로지르고, 장엄한 유칼립투스 숲은 굽이치는 대지의 모든 곡선을 아름답게 감싼다. 나무 높은 곳의 갈라진 가지에 웅크린 코알라는 황홀한 풍경을 전혀 의식하지 못한다. 코알라는 기름기 많은 유칼립투스 잎, 자신을 먹여 살리는 향긋한 잎사귀를 실컷 먹고 몸을 둥글게 말아 잠드는 편을 택한다. 나른한 태도와 다정한 표정과는 달리, 코알라는 영역 의식이 강한 동물이다. 수컷은 자신의 머스크 향으로 우뚝 솟은 나무줄기에 영역을 표시하며 지배력을 드러낸다.

주올로지스트 코알라는 상쾌한 레몬 향의 꿀과 달콤한 유칼립투스 향이 어우러진 향으로 시작된다. 이 향기들은 홍차와 향신료의 포근한 바탕 위로 피어오른 뒤, 머스크 앰버와 우디 노트 속으로 더욱 깊이 이끈다. 그 결과 탄생한 것은 독특하고 자유로운 향이다. 장난기와 독립성이 공존하는 포옹처럼, 향긋하게 몸을 감싸고 포근히 스며든다.",ec22c9b797f5fa8522ccdbec18b62eb4e9a70e010602c877d866e8aaa1c1eda2,2026-09-11T18:54:27.251760+00:00,gpt-5.6-luna
luckyscent:14,"프란시스 커정은 프랑스의 세련미와 현대적인 스타일을 조화시킨 남성 향수를 만드는 재능이 있다. 고전적인 품격으로 감탄을 자아내면서도 어디서든 부담 없이 즐길 수 있을 만큼 멋스러운 향수들이다. 이미 《뤼미에르 느와르》를 통해 남성에게 관능적인 이브닝 로즈 향을 선보인 그는, 이번 신작에서 남성적인 로즈를 산뜻하고 밝으며 하루 종일 매력적인 향으로 새롭게 해석했다.

《로므 아 라 로즈》는 꽃향기의 강렬함도 결코 부족하지 않다. 세계적으로 가장 이름난 두 장미, 불가리아산 깊고 달콤한 다마스크 장미와 그라스산 부드럽고 싱그러운 센티폴리아 장미를 역동적으로 조합해 완성했기 때문이다. 과일 향과 상쾌한 자몽 어코드가 플로럴 향의 풍성한 둥근 느낌을 강조하고, 역동적인 앰버리 우드 어코드가 아로마틱 세이지와 어우러져 현대적이고 독창적인 향의 인상을 남긴다. 어떤 남성이라도 자신의 향수 컬렉션에 더하고 싶어 할 장미 향, 《로므 아 라 로즈》는 남성 플로럴 향수의 새로운 기준이다.",0d172b0ed40afc70f8ac6d992ecf30671472608f3442d6cf34be2ea4303e47b4,2026-09-11T18:54:34.110735+00:00,gpt-5.6-luna
luckyscent:15,"이솝 향수의 아름다움은 세련미와 자연스러움 사이의 균형을 우아하게 구현하는 데 있습니다. 이솝의 향은 눈부시게 정제되어 있으면서도, 그것을 탄생시킨 천연 원료와의 원초적이고 분명한 연결감을 간직하고 있습니다. 따라서 이솝이 선보이는 장미 향이 여리고 가냘픈 어린 꽃이 아니라는 사실은 전혀 놀랍지 않습니다. 로주는 풍성하고 아름답도록 싱그러운 야생 장미에 생동감 넘치는 시소 어코드, 우디 노트와 스파이시한 향, 그리고 세련된 스모크의 은은한 터치를 더한 향입니다. 장미 노트는 더없이 로맨틱하고 풍성한 플로럴 향을 품고 있어 장미 애호가라면 누구든 황홀해질 만합니다. 여기에 아로마틱 노트와 구아이악 우드가 지닌 동양적인 분위기가 깊이 있는 영적인 느낌을 더해 로주를 특별하게 완성합니다. 이솝다운 매력을 고스란히 담은 아름다운 플로럴 향, 로주는 장미 애호가라면 꼭 시향해보아야 할 향수입니다.",2c8a876de8c00695eb53f437343b0a38500e5b5b845e98594534625af989d176,2026-09-11T18:54:38.815138+00:00,gpt-5.6-luna
luckyscent:16,"잡을 수 없는 여름밤, 달빛에 잠긴 흰 꽃밭.

세르주 루텐의 튜베로즈 크리미넬과 피게의 프라카에 담긴 관능적이고 크리미한 과일 향조에서 영감을 받은 샹 룬에르는 조향사 마누엘 크로스에게 강렬한 여정이자, 만족스러운 균형을 갖춘 튜베로즈를 창조하기 위한 개인적인 도전이었다. 인돌릭하면서도 그린하고, 버터리하며 크리미하고, 사실적이면서도 생기를 북돋는 튜베로즈를 말이다.",753219567e7fa1d1e69a23a3b0fe72ccb4542700ae84f81cff27089e9eed7910,2026-09-11T18:54:45.344558+00:00,gpt-5.6-luna
luckyscent:17,"날 가져요. 어느 시대에나 대담하고 직설적인 선언이지만, 이사베이가 처음 프랑드무아(당시에는 이렇게 불렸습니다)를 선보였던 1930년대 초에는 충격적일 만큼 논란이 되었고, 동시에 큰 선망의 대상이었습니다. 이제 이 아이코닉한 향수는 프랑드무아로 새롭게 출시되었으며, 상징적인 레드 보틀에 담긴 향수에는 거의 한 세기 전 사람들의 시선을 사로잡았던 그 열정적인 낭만성이 고스란히 살아 있다고 자신 있게 말씀드릴 수 있습니다.

프랑드무아는 핑크 페퍼의 불꽃 같은 스파크로 시작해, 하트에서 풍성하고 대담한 플로럴의 대비를 펼쳐 보입니다. 가볍고 순수한 로즈가 대담하고 거리낌 없이 관능적인 튜베로즈와 어우러집니다. 립스틱의 파우더리한 우아함은 거의 동물적인 느낌의 코코아와 균형을 이루며, 세련되면서도 본능적인 유혹을 표현합니다. 에로틱하고 낭만적이며 클래식한 프랑드무아는 프렌치 퍼퓸이 지녀야 할 모든 것을 담고 있습니다.",d6adfb27de9fc1ef1134704eb12641bb0236dd1bcd38d4d77c6788af5ec010b2,2026-09-11T18:54:52.062505+00:00,gpt-5.6-luna
luckyscent:18,"힐데 솔리아니가 세상에서 가장 군침 도는 달콤한 향을 만들어낸다는 건 누구나 알고 있지만, ‘구르망의 여왕’이라는 이름은 디저트에만 국한되지 않습니다. 오랜 친구이자 현대 이탈리아 요리의 거장인 파올로 로 프리오레 셰프에게 바치는 헌사, 오 드 퀴진은 향수라는 이름의 눈부신 메인 코스이자, 향신료와 감칠맛, 짭짤함이 어우러진 오감의 향연입니다. 실험과 창의성을 중시하는 파올로 셰프의 시그니처 ‘쿠치나 콘비발레’ 테이스팅 경험에 바치는 이 향수는 바다의 아쿠아틱한 짠 내음, 살구와 아몬드의 달콤함, 신선한 유제품의 크리미함, 그리고 매혹적인 아로마틱 허브와 향신료의 조화가 훌륭하게 어우러진 작품입니다. 밝고 풍성하며 생동감 넘치면서도 관능적인 이 향은 아쿠아틱, 오리엔탈, 구르망 향을 사랑하는 이들에게 모두 매력적으로 다가갈 것입니다. 다시 말해, 힐데 솔리아니 그 자체만큼이나 독특한 향입니다. 물론 그녀 못지않게 인상적인 미식가 친구들처럼 말이죠.",ff3d90fc15aa7cd088165977a2306cbeb6b5baa52a4d82a5cb88c32053d1d133,2026-09-11T18:54:58.307451+00:00,gpt-5.6-luna
luckyscent:19,"불복종이 반드시 나쁜 것만은 아닙니다. 힐데 솔리아니처럼 재능 있고 어떠한 제약도 받지 않는 조향사의 예술적 상상력 속에서 불복종은 위험을 감수하는 용기와 자유, 창조적 해방을 의미합니다. 실험극 공연을 하던 시절에서 영감을 받은 디소베디엔차는 숨 막히는 획일주의에 맞서 자신만의 길을 개척하는 행위에 바치는 향의 헌사입니다. 상징성을 지닌 노트들이 선택되었습니다. 어둡고 낭만적인 분위기의 검고 희귀한 장미, 파괴와 재생을 반복하는 불사조의 순환을 상징하는 연기 자욱하고 신비로운 재, 그리고 구르망의 여왕다운 달콤하고 스파이시한 오프닝을 장식하는 매혹적인 고급 샴페인의 기포감입니다. 힐데의 가장 독특하고 매혹적인 작품들이 그러하듯, 디소베디엔차는 쉽게 분류되기를 거부하면서도 그녀의 마법 같은 창작물 가운데 무엇보다 편안하게 즐길 수 있는 향수입니다. 획일주의에서 벗어나 오늘 디소베디엔차의 변덕스럽고 대담하며 우상 파괴적인 세계에 자신을 맡겨보세요.",21406465cb5436cd85036f355bef1c7258d7da955beba7187ef942e618121ccd,2026-09-11T18:55:03.444436+00:00,gpt-5.6-luna
luckyscent:20,"중앙아메리카가 원산지인 바닐라 식물은 난초과에 속하며 습한 열대우림에서 자랍니다. 여러 품종 중 가장 생생한 향을 지닌 것은 타히텐시스입니다. 이 바닐라는 용매를 사용하지 않고, CO₂ 초임계 추출법이라는 보다 자연스럽고 덜 침습적인 공정을 통해 추출됩니다. 이 공정은 바닐라 향의 모든 아로마틱한 면모를 보존하며, 최고의 순도를 자랑하는 추출물을 만들어냅니다. 이 강렬하고 이국적인 원료가 선사하는 매혹적인 향은 바닐라 빈의 부드러운 질감을 생생하게 표현합니다.

바닐 드 타히티는 따뜻하고 이국적이며 은은하게 달콤한 향조가 어우러진 교향곡입니다. 일랑일랑과 참파카의 플로럴 노트가 더해진 포근한 바닐라 위로, 앰버의 매혹적이고 따뜻한 향이 머스크와 샌들우드와 어우러집니다.",201358c3b7782b86628cd87b5fd1fdfb604098dc08bff0a17cc93dfea9000310,2026-09-11T18:55:08.634750+00:00,gpt-5.6-luna
luckyscent:21,"자르댕 데 플랑트 근처의 콰이 생베르나르에, 처음 몇 쌍의 연인이 티노 로시 정원으로 들어선다. 밤이 깊어질수록 춤추는 이들은 늘어나고 관람석은 가득 찬다. 은빛 달빛과 몇 미터 떨어진 부두를 가로지르는 관광 유람선의 불빛 아래, 사람들의 몸은 음악의 리듬에 맞춰 뒤섞인다. 바로 그때 두 사람의 시선이 마주친다. 은밀한 초대에 이끌려 두 사람은 춤판 한가운데로 향한다. 무언가에 홀린 듯, 뜨거운 밤의 열기 속에서 춤을 춘다. 서로의 손을 맞잡고, 의미심장한 미소를 주고받으며 이어 가던 유혹은 마침내 두 사람을 자취를 감추게 하고, 더욱 육감적인 욕망을 마음껏 풀어놓게 한다. 이른 아침, 침대 시트에서는 잠 못 이루는 밤과 장난스럽고 음란한 포옹의 향기가 풍긴다.",5a15165cd67733615164ccd840d6c8bee272de69e205468b051b3a7d45909759,2026-09-11T18:55:13.052784+00:00,gpt-5.6-luna
luckyscent:22,"고요한 아침 햇살이 유리 창살 사이로 부드럽게 스며듭니다. 갓 다림질한 시트가 부드러운 피부 위에서 나부끼고, 밀키 노트의 포근한 품에 편안히 안깁니다. 포근하고 따스한 캐시미어가 은빛 화이트 머스크의 달콤한 속삭임을 전하고, 레코드 플레이어에서는 가볍게 울리는 피아노 화음의 선율이 흘러나옵니다. 생기를 더하는 배, 편안한 머스크, 관능적인 바닐라가 이루는 이 균형 속에서 평온을 만끽해 보세요. 독특한 밀크 어코드가 향수를 불러일으키는 친밀하고 따스한 온기를 더해, 사적인 안식처에 깊은 사랑의 공간을 만들어 줍니다.

책을 읽으며 포근히 몸을 웅크리거나, 그저 잠시 명상에 잠기고 싶을 때처럼 차분하고 포근한 고치 같은 분위기 속에 자신을 감싸 안고 싶을 때 완벽한 향입니다.

우리가 느낀 점
갓 세탁한 빨래와 아침 햇살을 떠올리게 하는 신선하고 깨끗하며 깊이 편안한 머스크 향에, 군침이 돌 만큼 매력적인 통카 빈 가미 바닐라가 완벽한 터치를 더합니다. 밀크 머스크는 황홀할 만큼 꿈결 같은 부드러움을 지닌 살결 향입니다.",1cde2f44dd2a1a93cb518ef10e0cafe7baae2e8616d053952414e6c1d5575533,2026-09-11T18:55:18.712926+00:00,gpt-5.6-luna
luckyscent:23,"Shay & Blue는 유쾌함과 세련미를 절묘하게 결합하는 특별한 재능을 지녔습니다. 미소를 짓게 하는 동시에 맥박을 빠르게 만드는 향수들이죠. 짙고 관능적인 머스크 우드와 윤기 어린 과일 노트가 자연스럽게 어우러진 블랙베리 우즈는 그들의 가장 매혹적인 조합일지도 모릅니다. 햇살을 머금은 블랙베리가 기쁨으로 가득 터져 나오는 풍성하고 군침 도는 첫 향부터, 그 매혹적인 복합성이 고스란히 드러납니다. 여기에 네롤리와 레몬 리프가 이루는 풍부하고 싱그러우며 아로마틱한 플로럴 하트가 대비를 이룹니다. 아로마틱한 관능미는 더욱 짙고 머스키한 사이프러스 우드 베이스로 이어지며, 반항적인 매력을 분명히 품은 매혹적인 칵테일을 완성합니다. 블랙베리 우즈가 오직 맛있도록 달콤한 블랙베리의 첫 향만 선사한다 해도, 여름의 단숨에 사랑받는 향수가 되기에 충분했을 것입니다. 하지만 이 황홀하고 매혹적인 보석 같은 향수가 그 이상을 선사한다는 것은 정말 멋진 선물이 아닐 수 없습니다.",db6ae59653aced5c2210dddde06e6e656d0f95dbcf1ad0856bcd3b8bdd472996,2026-09-11T18:55:23.498065+00:00,gpt-5.6-luna
luckyscent:24,"수확철이 되면 저녁은 라벤더 향으로 가득하고, 들판에 흩뿌려진 갓 베어낸 꽃들이 노을을 물들입니다. 저수지 근처에 설치된 소박한 증류기들은 밤이 깊도록 붉은 불꽃을 밝힙니다.

라벤더는 프로방스와 너무나 깊이 연관되어 있어, 농부들조차 이 지역의 이름이 유래한 ‘Provincia Romana’라는 명칭을 남긴 로마의 침략 당시 라벤더가 이곳에 들어왔다는 사실을 종종 알지 못합니다.

라방드 로메인은 푸른 나비 떼가 허공을 떠다니는 라벤더 들판의 아름다움과 이 풍경의 정수를 담아냅니다. 여름의 선율에 맞춰 춤추고 노래하는 듯한 즐거운 향기입니다.",14f9dd8bd3bb4c4d93fc8b467099fb991b6468d878b01e04069118537d089def,2026-09-11T18:55:28.413547+00:00,gpt-5.6-luna
luckyscent:25,"천상의, 신성한, 신들의 향기.

별을 바라보던 로마인들은 열렬한 천문학자였으며, 행성의 이름을 신들의 이름에서 따왔다. 운명에 미치는 하늘의 힘과 영향력을 굳게 믿었던 만큼 점성술에도 열성적인 신봉자였다.

이 향의 중심을 이루는 올리바넘은 침엽수의 뉘앙스를 머금은 가볍고 레몬 향이 감도는 인센스로, 스파이시한 로즈가 향을 한층 끌어올리고 따뜻한 우디 베이스가 바탕을 이룬다. 이 향에 영감을 준 천체처럼 빛나는 향.",aea6f1c71a4fce2cc50d664e263243fb239b3d9d41eeaafd6bfedf8c159f2feb,2026-09-11T18:55:35.051435+00:00,gpt-5.6-luna
