catalog_key,name_ko,brand_ko,translated_at,model
luckyscent:37,2018 록소 토닉 오 드 퍼퓸,레 뱅 궤르부아,2026-09-24T12:15:14.579232+00:00,gpt-5.6-luna
luckyscent:38,셀 다르장 오 드 퍼퓸,BDK 퍼퓸,2026-09-24T12:15:14.579232+00:00,gpt-5.6-luna
luckyscent:39,시트러스 리비에라 오 드 퍼퓸,BDK 퍼퓸,2026-09-24T12:15:14.579232+00:00,gpt-5.6-luna
luckyscent:40,스모크 쇼 오 드 퍼퓸,빌헬름 퍼퓨머리,2026-09-24T12:15:14.579232+00:00,gpt-5.6-luna
luckyscent:41,두 낫 디스터브 오 드 퍼퓸,빌헬름 퍼퓨머리,2026-09-24T12:15:14.579232+00:00,gpt-5.6-luna
luckyscent:42,룸 서비스 오 드 퍼퓸,빌헬름 퍼퓨머리,2026-09-24T12:15:14.579232+00:00,gpt-5.6-luna
luckyscent:43,퍼플 피그 오 드 퍼퓸,빌헬름 퍼퓨머리,2026-09-24T12:15:14.579232+00:00,gpt-5.6-luna
luckyscent:44,바실리코 & 펠리니 오 드 퍼퓸,빌헬름 퍼퓨머리,2026-09-24T12:15:14.579232+00:00,gpt-5.6-luna
luckyscent:45,포에츠 오브 베를린 오 드 퍼퓸,빌헬름 퍼퓨머리,2026-09-24T12:15:14.579232+00:00,gpt-5.6-luna
luckyscent:46,모닝 체스 오 드 퍼퓸,빌헬름 퍼퓨머리,2026-09-24T12:15:14.579232+00:00,gpt-5.6-luna
luckyscent:47,망고 스킨 오 드 퍼퓸,빌헬름 퍼퓨머리,2026-09-24T12:15:14.579232+00:00,gpt-5.6-luna
luckyscent:48,디어 폴리 오 드 퍼퓸,빌헬름 퍼퓨머리,2026-09-24T12:15:14.579232+00:00,gpt-5.6-luna
luckyscent:49,블랙 시트러스 오 드 퍼퓸,빌헬름 퍼퓨머리,2026-09-24T12:15:14.579232+00:00,gpt-5.6-luna
luckyscent:50,릴 플뢰르 오 드 퍼퓸,바이레도,2026-09-24T12:15:14.579232+00:00,gpt-5.6-luna
luckyscent:51,쿠로카미 퍼퓸,디 세르,2026-09-24T12:17:44.015193+00:00,gpt-5.6-luna
luckyscent:52,부케 드 홍리 오 드 퍼퓸,비디케이 퍼퓸,2026-09-24T12:17:44.015193+00:00,gpt-5.6-luna
luckyscent:53,언더그로스 오 드 퍼퓸,룩 퍼퓸즈,2026-09-24T12:17:44.015193+00:00,gpt-5.6-luna
luckyscent:54,룩 오 드 퍼퓸,룩 퍼퓸즈,2026-09-24T12:17:44.015193+00:00,gpt-5.6-luna
luckyscent:55,포레스트 오 드 퍼퓸,룩 퍼퓸즈,2026-09-24T12:17:44.015193+00:00,gpt-5.6-luna
luckyscent:56,하피앙 오 드 퍼퓸,"피에르 기욤 파리, 파퓨메리 제네랄",2026-09-24T12:17:44.015193+00:00,gpt-5.6-luna
luckyscent:57,영 하츠 오 드 퍼퓸,브루노 아캄포라,2026-09-24T12:17:44.015193+00:00,gpt-5.6-luna
luckyscent:58,오 드 유자 오 드 뚜왈렛,파르퓸 드 니콜라이,2026-09-24T12:17:44.015193+00:00,gpt-5.6-luna
luckyscent:59,크렘 드 퀴르 오 드 퍼퓸,비디케이 퍼퓸,2026-09-24T12:17:44.015193+00:00,gpt-5.6-luna
luckyscent:60,타박 로즈 오 드 퍼퓸,비디케이 퍼퓸,2026-09-24T12:17:44.015193+00:00,gpt-5.6-luna
luckyscent:61,프렌치 부케 오 드 퍼퓸,비디케이 퍼퓸,2026-09-24T12:17:44.015193+00:00,gpt-5.6-luna
luckyscent:62,우드 아브라메드 오 드 퍼퓸,비디케이 퍼퓸,2026-09-24T12:17:44.015193+00:00,gpt-5.6-luna
luckyscent:63,루즈 스모킹 오 드 퍼퓸,비디케이 퍼퓸,2026-09-24T12:17:44.015193+00:00,gpt-5.6-luna
luckyscent:64,튜베뢰즈 임페리얼 오 드 퍼퓸,비디케이 퍼퓸,2026-09-24T12:17:44.015193+00:00,gpt-5.6-luna
luckyscent:65,뉘 드 사블 오 드 퍼퓸,비디케이 퍼퓸,2026-09-24T12:17:44.015193+00:00,gpt-5.6-luna
luckyscent:66,우드 자스민 오 드 퍼퓸,비디케이 퍼퓸,2026-09-24T12:17:44.015193+00:00,gpt-5.6-luna
luckyscent:67,파 세 수아르 오 드 퍼퓸,비디케이 퍼퓸,2026-09-24T12:17:44.015193+00:00,gpt-5.6-luna
luckyscent:68,돌체아콰 오 드 퍼퓸,마스크 밀라노,2026-09-24T12:17:44.015193+00:00,gpt-5.6-luna
luckyscent:69,블랙 비어드 엑스트레 드 퍼퓸,칼라즈 퍼퓸즈,2026-09-24T12:17:44.015193+00:00,gpt-5.6-luna
luckyscent:70,트란실바니아 엑스트레 드 퍼퓸,칼라즈 퍼퓸즈,2026-09-24T12:17:44.015193+00:00,gpt-5.6-luna
luckyscent:71,러브 톡신 엑스트레 드 퍼퓸,칼라즈 퍼퓸즈,2026-09-24T12:17:44.015193+00:00,gpt-5.6-luna
luckyscent:72,오슌 엑스트레 드 퍼퓸,칼라즈 퍼퓸즈,2026-09-24T12:17:44.015193+00:00,gpt-5.6-luna
luckyscent:73,이스라 & 미라지 오 드 퍼퓸,스테판 움베르 루카스 777,2026-09-24T12:17:44.015193+00:00,gpt-5.6-luna
luckyscent:74,쁘띠 파피에 오 드 퍼퓸,마드 에 렌,2026-09-24T12:17:44.015193+00:00,gpt-5.6-luna
luckyscent:75,라 단자 델레 리벨룰레 오 드 퍼퓸,노빌레 1942,2026-09-24T12:17:44.015193+00:00,gpt-5.6-luna
luckyscent:76,매그놀리아 그란디플로라 - 미셸 오 드 퍼퓸,그랜디플로라,2026-09-24T12:17:54.828706+00:00,gpt-5.6-luna
luckyscent:77,벨안토니오 오 드 퍼퓸,힐데 솔리아니,2026-09-24T12:17:54.828706+00:00,gpt-5.6-luna
luckyscent:78,골든 모카 오 드 퍼퓸,제르조프,2026-09-24T12:17:54.828706+00:00,gpt-5.6-luna
luckyscent:79,우드 스타즈 - 인도차이나 퍼퓸,제르조프,2026-09-24T12:17:54.828706+00:00,gpt-5.6-luna
luckyscent:80,페이털 샤름 오 드 퍼퓸,제르조프 - 조인 더 클럽,2026-09-24T12:17:54.828706+00:00,gpt-5.6-luna
luckyscent:81,매드 어바웃 유 오 드 퍼퓸,피에르 기욤 파리 블랙 컬렉션,2026-09-24T12:17:54.828706+00:00,gpt-5.6-luna
luckyscent:82,앤티-블루스,피에르 기욤 파리 블랙 컬렉션,2026-09-24T12:17:54.828706+00:00,gpt-5.6-luna
luckyscent:83,타히티 바닐라 퍼퓸,파르마치아 SS. 안눈치아타 달 1561,2026-09-24T12:17:54.828706+00:00,gpt-5.6-luna
luckyscent:84,후유 오 드 퍼퓸,톰 닥슨,2026-09-24T12:17:54.828706+00:00,gpt-5.6-luna
luckyscent:85,퍼퓨미스타 오 드 퍼퓸,아나톨 르브르통,2026-09-24T12:17:54.828706+00:00,gpt-5.6-luna
luckyscent:86,둘뢰르! 오 드 퍼퓸,보그 프로푸모,2026-09-24T12:17:54.828706+00:00,gpt-5.6-luna
luckyscent:87,앙브르 스톤 오 드 퍼퓸,앙톨로지 드 그랑 크뤼,2026-09-24T12:17:54.828706+00:00,gpt-5.6-luna
luckyscent:88,바닐 드 아민 오 드 퍼퓸,앙톨로지 드 그랑 크뤼,2026-09-24T12:17:54.828706+00:00,gpt-5.6-luna
luckyscent:89,베르가모트 드 G. 프랑코 오 드 퍼퓸,앙톨로지 드 그랑 크뤼,2026-09-24T12:17:54.828706+00:00,gpt-5.6-luna
luckyscent:90,베티베르 드 피에르 오 드 퍼퓸,앙톨로지 드 그랑 크뤼,2026-09-24T12:17:54.828706+00:00,gpt-5.6-luna
luckyscent:91,자스민 드 셰리파 오 드 퍼퓸,앙톨로지 드 그랑 크뤼,2026-09-24T12:17:54.828706+00:00,gpt-5.6-luna
luckyscent:92,아이 러브 YY,보그 프로푸모,2026-09-24T12:17:54.828706+00:00,gpt-5.6-luna
luckyscent:93,뉴욕 오 드 퍼퓸,위디안,2026-09-24T12:17:54.828706+00:00,gpt-5.6-luna
luckyscent:94,골드 II 사하라 퍼퓸 엑스트레,위디안,2026-09-24T12:17:54.828706+00:00,gpt-5.6-luna
luckyscent:95,벵갈 루즈 오 드 퍼퓸,파피용 아티잔 퍼퓸,2026-09-24T12:17:54.828706+00:00,gpt-5.6-luna
luckyscent:96,아바타 오 드 퍼퓸,힐데 솔리아니,2026-09-24T12:17:54.828706+00:00,gpt-5.6-luna
luckyscent:97,미드나이트 사프란 오 드 퍼퓸,톰 닥슨,2026-09-24T12:17:54.828706+00:00,gpt-5.6-luna
luckyscent:98,돌스 오 드 퍼퓸,모스 앤 래빗,2026-09-24T12:17:54.828706+00:00,gpt-5.6-luna
luckyscent:99,오팔 오 드 퍼퓸,옴니아 프로푸모,2026-09-24T12:17:54.828706+00:00,gpt-5.6-luna
luckyscent:100,푸드렉스타즈 오 드 퍼퓸,말루,2026-09-24T12:17:54.828706+00:00,gpt-5.6-luna
luckyscent:101,싱글 맨 오 드 퍼퓸,모스 앤 래빗,2026-09-24T12:18:09.885542+00:00,gpt-5.6-luna
luckyscent:102,위스키 우드 퍼퓸 컨센트레이션,파르마치아 SS. 안눈치아타 달 1561,2026-09-24T12:18:09.885542+00:00,gpt-5.6-luna
luckyscent:103,리미티드 71 인텐스 오 드 퍼퓸,위디안,2026-09-24T12:18:09.885542+00:00,gpt-5.6-luna
luckyscent:104,람브로스크 오 드 퍼퓸,힐데 솔리아니,2026-09-24T12:18:09.885542+00:00,gpt-5.6-luna
luckyscent:105,도나 센텐차 오 드 퍼퓸,힐데 솔리아니,2026-09-24T12:18:09.885542+00:00,gpt-5.6-luna
luckyscent:106,망퇴즈 오 드 퍼퓸,스테판 움베르 루카스 777,2026-09-24T12:18:09.885542+00:00,gpt-5.6-luna
luckyscent:107,어게인스트 네이처 오 드 퍼퓸,티모시 한 에디션 퍼퓸,2026-09-24T12:18:09.885542+00:00,gpt-5.6-luna
luckyscent:108,코르날린 오 드 퍼퓸,아나톨 르브르통,2026-09-24T12:18:09.885542+00:00,gpt-5.6-luna
luckyscent:109,블루비주 오 드 퍼퓸,피오트르 차르네츠키,2026-09-24T12:18:09.885542+00:00,gpt-5.6-luna
luckyscent:110,키비스킨 오 드 퍼퓸,피오트르 차르네츠키,2026-09-24T12:18:09.885542+00:00,gpt-5.6-luna
luckyscent:111,베놈 오브 엔젤 오 드 퍼퓸,피오트르 차르네츠키,2026-09-24T12:18:09.885542+00:00,gpt-5.6-luna
luckyscent:112,힐리 오 드 퍼퓸,위디안,2026-09-24T12:18:09.885542+00:00,gpt-5.6-luna
luckyscent:113,니랄 오 드 퍼퓸,닐라 베르메르 크리에이션스,2026-09-24T12:18:09.885542+00:00,gpt-5.6-luna
luckyscent:114,런던 오 드 퍼퓸,위디안,2026-09-24T12:18:09.885542+00:00,gpt-5.6-luna
luckyscent:115,부오니시모 오 드 퍼퓸,힐데 솔리아니,2026-09-24T12:18:09.885542+00:00,gpt-5.6-luna
luckyscent:116,보로니아 오 드 퍼퓸,그랜디플로라,2026-09-24T12:18:09.885542+00:00,gpt-5.6-luna
luckyscent:117,앰빌럭스 오 드 퍼퓸,말루,2026-09-24T12:18:09.885542+00:00,gpt-5.6-luna
luckyscent:118,그리모어 오 드 퍼퓸,아나톨 르브르통,2026-09-24T12:18:09.885542+00:00,gpt-5.6-luna
luckyscent:119,디케이 오브 디 엔젤 오 드 퍼퓸,티모시 한 에디션 퍼퓸,2026-09-24T12:18:09.885542+00:00,gpt-5.6-luna
luckyscent:120,드라이어드 오 드 퍼퓸,파피용 아티잔 퍼퓸,2026-09-24T12:18:09.885542+00:00,gpt-5.6-luna
luckyscent:121,롬 아콩플리 오 드 퍼퓸,디바인,2026-09-24T12:18:09.885542+00:00,gpt-5.6-luna
luckyscent:122,화이트 마데라 오 드 퍼퓸,옴니아 프로푸모,2026-09-24T12:18:09.885542+00:00,gpt-5.6-luna
luckyscent:123,캑터스 아줄 오 드 퍼퓸,푸에기아 1833,2026-09-24T12:18:09.885542+00:00,gpt-5.6-luna
luckyscent:124,챔버 오 드 퍼퓸,푸에기아 1833,2026-09-24T12:18:09.885542+00:00,gpt-5.6-luna
luckyscent:125,자카란다 오 드 퍼퓸,푸에기아 1833,2026-09-24T12:18:09.885542+00:00,gpt-5.6-luna
luckyscent:126,머스카라 페로 J 오 드 퍼퓸,푸에기아 1833,2026-09-24T12:18:20.940758+00:00,gpt-5.6-luna
luckyscent:127,킬롬보 오 드 퍼퓸,푸에기아 1833,2026-09-24T12:18:20.940758+00:00,gpt-5.6-luna
luckyscent:128,타이스 오 드 퍼퓸,푸에기아 1833,2026-09-24T12:18:20.940758+00:00,gpt-5.6-luna
luckyscent:129,라 카우티바 오 드 퍼퓸,푸에기아 1833,2026-09-24T12:18:20.940758+00:00,gpt-5.6-luna
luckyscent:130,바빌론의 도서관 오 드 퍼퓸,푸에기아 1833,2026-09-24T12:18:20.940758+00:00,gpt-5.6-luna
luckyscent:131,판테아 오 드 퍼퓸,스테판 움베르 루카스 777,2026-09-24T12:18:20.940758+00:00,gpt-5.6-luna
luckyscent:132,위시 컴 트루 오 드 퍼퓸,스테판 움베르 루카스 777,2026-09-24T12:18:20.940758+00:00,gpt-5.6-luna
luckyscent:133,멤 오 드 퍼퓸,보그 프로푸모,2026-09-24T12:18:20.940758+00:00,gpt-5.6-luna
luckyscent:134,델마 오 드 퍼퓸,위디안,2026-09-24T12:18:20.940758+00:00,gpt-5.6-luna
luckyscent:135,리와 오 드 퍼퓸,위디안,2026-09-24T12:18:20.940758+00:00,gpt-5.6-luna
luckyscent:136,아카이소스 오 드 퍼퓸,피에르 기욤 파리 블랙 컬렉션,2026-09-24T12:18:20.940758+00:00,gpt-5.6-luna
luckyscent:137,일 템포 델레 멜레 오 드 퍼퓸,힐데 솔리아니,2026-09-24T12:18:20.940758+00:00,gpt-5.6-luna
luckyscent:138,핫 밀크 오 드 퍼퓸,힐데 솔리아니,2026-09-24T12:18:20.940758+00:00,gpt-5.6-luna
luckyscent:139,카니큐어 오 드 퍼퓸,말루,2026-09-24T12:18:20.940758+00:00,gpt-5.6-luna
luckyscent:140,파시옹 오 드 퍼퓸,M. 미칼레프,2026-09-24T12:18:20.940758+00:00,gpt-5.6-luna
luckyscent:141,라헬레 오 드 퍼퓸,닐라 베르메르 크리에이션스,2026-09-24T12:18:20.940758+00:00,gpt-5.6-luna
luckyscent:142,스위트 파르메산 바이올렛 오 드 퍼퓸,힐데 솔리아니,2026-09-24T12:18:20.940758+00:00,gpt-5.6-luna
luckyscent:143,우나 티라 랄트라 오 드 퍼퓸,힐데 솔리아니,2026-09-24T12:18:20.940758+00:00,gpt-5.6-luna
luckyscent:144,우드 오렌지 인텐스 오 드 퍼퓸,프래그런스 뒤 부아,2026-09-24T12:18:20.940758+00:00,gpt-5.6-luna
luckyscent:145,우드 누아르 인텐스 오 드 퍼퓸,프래그런스 뒤 부아,2026-09-24T12:18:20.940758+00:00,gpt-5.6-luna
luckyscent:146,사흐라 우드 오 드 퍼퓸,프래그런스 뒤 부아,2026-09-24T12:18:20.940758+00:00,gpt-5.6-luna
luckyscent:147,런던 우드 오 드 퍼퓸,프래그런스 뒤 부아,2026-09-24T12:18:20.940758+00:00,gpt-5.6-luna
luckyscent:148,우드 존 인텐스 오 드 퍼퓸,프래그런스 뒤 부아,2026-09-24T12:18:20.940758+00:00,gpt-5.6-luna
luckyscent:149,우드 블루 인텐스 오 드 퍼퓸,프래그런스 뒤 부아,2026-09-24T12:18:20.940758+00:00,gpt-5.6-luna
luckyscent:150,우드 루즈 인텐스 오 드 퍼퓸,프래그런스 뒤 부아,2026-09-24T12:18:20.940758+00:00,gpt-5.6-luna
luckyscent:151,베르데 디 페르시아 퍼퓸 컨센트레이션,파르마치아 SS. 안눈치아타 달 1561,2026-09-24T12:18:33.938536+00:00,gpt-5.6-luna
luckyscent:152,20 이어스 오 드 퍼퓸,M. 미칼레프,2026-09-24T12:18:33.938536+00:00,gpt-5.6-luna
luckyscent:153,골드 I 퍼퓸 엑스트레,위디안,2026-09-24T12:18:33.938536+00:00,gpt-5.6-luna
luckyscent:154,퀸 오브 더 나이트 오 드 퍼퓸,그랜디플로라,2026-09-24T12:18:33.938536+00:00,gpt-5.6-luna
luckyscent:155,카페 샹탕 퍼퓸 엑스트레,노빌레 1942,2026-09-24T12:18:33.938536+00:00,gpt-5.6-luna
luckyscent:156,타클라마칸 오 드 퍼퓸,스테판 움베르 루카스 777,2026-09-24T12:18:33.938536+00:00,gpt-5.6-luna
luckyscent:157,"아이, 하트셉수트 오 드 퍼퓸",샤랑통 마세라시옹,2026-09-24T12:18:33.938536+00:00,gpt-5.6-luna
luckyscent:158,페르디치오네 오 드 퍼퓸,노빌레 1942,2026-09-24T12:18:33.938536+00:00,gpt-5.6-luna
luckyscent:159,산달로 노빌레 오 드 퍼퓸,노빌레 1942,2026-09-24T12:18:33.938536+00:00,gpt-5.6-luna
luckyscent:160,온 더 로드 오 드 퍼퓸,티모시 한 에디션 퍼퓸즈,2026-09-24T12:18:33.938536+00:00,gpt-5.6-luna
luckyscent:161,블랙 V 퍼퓸 엑스트레,위디안,2026-09-24T12:18:33.938536+00:00,gpt-5.6-luna
luckyscent:162,인카르나타 오 드 퍼퓸,아나톨 르브르통,2026-09-24T12:18:33.938536+00:00,gpt-5.6-luna
luckyscent:163,라 엔 오 드 퍼퓸,모스 앤 래빗,2026-09-24T12:18:33.938536+00:00,gpt-5.6-luna
luckyscent:164,마다가스칸 자스민 오 드 퍼퓸,그랜디플로라,2026-09-24T12:18:33.938536+00:00,gpt-5.6-luna
luckyscent:165,라 단차 델레 리벨룰레 퍼퓸 엑스트레,노빌레 1942,2026-09-24T12:18:33.938536+00:00,gpt-5.6-luna
luckyscent:166,살로메 오 드 퍼퓸,파피용 아티잔 퍼퓸스,2026-09-24T12:18:33.938536+00:00,gpt-5.6-luna
luckyscent:167,블랙 I 퍼퓸 엑스트레,위디안,2026-09-24T12:18:33.938536+00:00,gpt-5.6-luna
luckyscent:168,블랙 II 퍼퓸 엑스트레,위디안,2026-09-24T12:18:33.938536+00:00,gpt-5.6-luna
luckyscent:169,블랙 III 퍼퓸 엑스트레,위디안,2026-09-24T12:18:33.938536+00:00,gpt-5.6-luna
luckyscent:170,블랙 IV 퍼퓸 엑스트레,위디안,2026-09-24T12:18:33.938536+00:00,gpt-5.6-luna
luckyscent:171,갓데스 오브 러브 & 퍼퓸 퍼퓸 엑스트레,4160 튜스데이스,2026-09-24T12:18:33.938536+00:00,gpt-5.6-luna
luckyscent:172,로 스캉달뢰즈 오 드 퍼퓸,아나톨 르브르통,2026-09-24T12:18:33.938536+00:00,gpt-5.6-luna
luckyscent:173,부아 뤼미에르 오 드 퍼퓸,아나톨 르브르통,2026-09-24T12:18:33.938536+00:00,gpt-5.6-luna
luckyscent:174,맥스드 아웃 퍼퓸 엑스트레,4160 튜스데이스,2026-09-24T12:18:33.938536+00:00,gpt-5.6-luna
luckyscent:175,알케미코 오 드 퍼퓸,마촐라리,2026-09-24T12:18:33.938536+00:00,gpt-5.6-luna
luckyscent:176,푸제르 노빌레 오 드 퍼퓸,노빌레 1942,2026-09-24T12:18:45.318316+00:00,gpt-5.6-luna
luckyscent:177,모탈 스킨 오 드 퍼퓸,스테판 움베르 루카스 777,2026-09-24T12:18:45.318316+00:00,gpt-5.6-luna
luckyscent:178,스피리튀엘 오 드 코롱,디바인,2026-09-24T12:18:45.318316+00:00,gpt-5.6-luna
luckyscent:179,블랙 앰버 퍼퓸 오일,미셸 버그먼,2026-09-24T12:18:45.318316+00:00,gpt-5.6-luna
luckyscent:180,셰 케임 투 스테이 오 드 퍼퓸,티모시 한 에디션 퍼퓸즈,2026-09-24T12:18:45.318316+00:00,gpt-5.6-luna
luckyscent:181,롬므 드 쾨르 오 드 퍼퓸,디바인,2026-09-24T12:18:45.318316+00:00,gpt-5.6-luna
luckyscent:182,롬므 사주 오 드 퍼퓸,디바인,2026-09-24T12:18:45.318316+00:00,gpt-5.6-luna
luckyscent:183,레트르 에메 옴므 오 드 퍼퓸,디바인,2026-09-24T12:18:45.318316+00:00,gpt-5.6-luna
luckyscent:184,아우구스토 오 드 퍼퓸,마촐라리,2026-09-24T12:18:45.318316+00:00,gpt-5.6-luna
luckyscent:185,르 로즈 오 드 퍼퓸,마촐라리,2026-09-24T12:18:45.318316+00:00,gpt-5.6-luna
luckyscent:186,피촐라 오 드 퍼퓸,닐라 베르메르 크리에이션스,2026-09-24T12:18:45.318316+00:00,gpt-5.6-luna
luckyscent:187,O/E 오 드 퍼퓸,보그 프로푸모,2026-09-24T12:18:45.318316+00:00,gpt-5.6-luna
luckyscent:188,아스팔트 레인보우 스크래치 앤 스니프 스티커 세트,샤랑통 마세라시옹,2026-09-24T12:18:45.318316+00:00,gpt-5.6-luna
luckyscent:189,아스팔트 레인보우 오 드 퍼퓸,샤랑통 마세라시옹,2026-09-24T12:18:45.318316+00:00,gpt-5.6-luna
luckyscent:190,크리스탈로 디 로카 오 드 퍼퓸,옴니아 프로푸모,2026-09-24T12:18:45.318316+00:00,gpt-5.6-luna
luckyscent:191,모닝 머스크 오 드 퍼퓸,알렉상드르 J,2026-09-24T12:18:45.318316+00:00,gpt-5.6-luna
luckyscent:192,블랙 머스크 오 드 퍼퓸,알렉상드르 J,2026-09-24T12:18:45.318316+00:00,gpt-5.6-luna
luckyscent:193,로즈 우드 오 드 퍼퓸,알렉상드르 J,2026-09-24T12:18:45.318316+00:00,gpt-5.6-luna
luckyscent:194,실버 옹브르 오 드 퍼퓸,알렉상드르 J,2026-09-24T12:18:45.318316+00:00,gpt-5.6-luna
luckyscent:195,바닐리아 오 드 퍼퓸,마촐라리,2026-09-24T12:18:45.318316+00:00,gpt-5.6-luna
luckyscent:196,네로 오 드 퍼퓸,마촐라리,2026-09-24T12:18:45.318316+00:00,gpt-5.6-luna
luckyscent:197,크리스토퍼 스트리트 오 드 퍼퓸,샤랑통 마세라시옹,2026-09-24T12:18:45.318316+00:00,gpt-5.6-luna
luckyscent:198,루디스 오 드 퍼퓸,노빌레 1942,2026-09-24T12:18:45.318316+00:00,gpt-5.6-luna
luckyscent:199,가르데니아 오 드 퍼퓸,M. 미칼레프,2026-09-24T12:18:45.318316+00:00,gpt-5.6-luna
luckyscent:200,모후르 엑스트레 퍼퓸 엑스트레,닐라 베르메르 크리에이션스,2026-09-24T12:18:45.318316+00:00,gpt-5.6-luna
luckyscent:201,마아이 오 드 퍼퓸,보그 프로푸모,2026-09-24T12:18:55.835157+00:00,gpt-5.6-luna
luckyscent:202,SHE 시한 오 드 퍼퓸,피오트 차르네츠키,2026-09-24T12:18:55.835157+00:00,gpt-5.6-luna
luckyscent:203,무드 인디고 오 드 퍼퓸,모스 앤 래빗,2026-09-24T12:18:55.835157+00:00,gpt-5.6-luna
